#node	identifier	domain_summary_url	annotation	other_names_and_aliases
NEFL	9606.ENSP00000482169	Neurofilament light polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber.	https://smart.embl.de/smart/DDvec.cgi?smart=543:Pfam_Filament_head(9|88)+Filament(89|399)+	4747,68 kDa neurofilament protein,A0A087X0W2,A0A0S2Z436,AAD14057.1,AAH39237.1,AAN74826.1,AC107373,ALQ33686.1,AY156690,B9ZVN2,BC039237,CAA29097.1,CCDS75712,CCDS75712.1,CH471080,CMT1F,CMT2E,CMTDIG,EAW63598.1,EAW63599.1,EAW63600.1,ENSG00000277586,ENSP00000482169,ENSP00000483690,ENSP00000491612,ENST00000610854,ENST00000610854.1,ENST00000615973,ENST00000615973.1,ENST00000619417,ENST00000619417.1,ENST00000639464,ENST00000639464.1,HGNC:7739,HPA014850,HPA015021,KF495714,KU178228,LRG_259,LRG_259t1,NEFL,NEFL-201,NEFL-202,NEFL-203,NEFL-204,NF-L,NF68,NFL,NFL_HUMAN,NM_006158,NM_006158.4,NP_006149,NP_006149.2,NX_P07196,Neurofilament light,Neurofilament light polypeptide,Neurofilament triplet L protein,OMIM:162280,OTTHUMG00000134284,P07196,PPP1R110,Q16154,Q8IU72,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1280215,R-HSA-162582,R-HSA-168256,R-HSA-438064,R-HSA-438066,R-HSA-442742,R-HSA-442755,R-HSA-442982,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-9607240,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244,S70309,UPI00000747CF,UPI0002065712,UPI0007208EBF,X05608,hsa:4747,neurofilament light,neurofilament, light polypeptide,neurofilament, light polypeptide 68kDa,protein phosphatase 1, regulatory subunit 110,uc033bfe.2
NEFM	9606.ENSP00000221166	Neurofilament medium polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber.	https://smart.embl.de/smart/DDvec.cgi?smart=916:Pfam_Filament_head(9|99)+Filament(100|411)+	160 kDa neurofilament protein,4741,AAH96757.1,ABQ59046.1,AF106564,AK294681,B4DGN2,BAG57843.1,BC002421,BC096757,CAA68276.1,CAB010900,CAB012976,CCDS47831,CCDS47831.1,CCDS6046,CCDS6046.1,CH471080,E7EMV2,E7ESP9,E9PBF7,EAW63602.1,EF560736,ENSG00000104722,ENSP00000221166,ENSP00000410137,ENSP00000412295,ENSP00000427872,ENST00000221166,ENST00000221166.9,ENST00000433454,ENST00000433454.3,ENST00000437366,ENST00000437366.2,ENST00000518131,ENST00000518131.5,ENST00000521540,ENST00000521540.1,ENST00000523467,ENST00000523467.1,HGNC:7734,HPA022845,HPA023138,NEF3,NEFM,NEFM-201,NEFM-202,NEFM-203,NEFM-204,NEFM-205,NEFM-206,NF-M,NFM,NFM_HUMAN,NM_001105541,NM_001105541.2,NM_005382,NM_005382.2,NP_001099011,NP_001099011.1,NP_005373,NP_005373.2,NX_P07197,Neurofilament 3,Neurofilament medium,Neurofilament medium polypeptide,Neurofilament triplet M protein,OMIM:162250,OTTHUMG00000131990,P07197,Q4QRK6,UPI000013C7A9,UPI00015D57DD,UPI0001AE6EEA,UPI0001E8EF50,Y00067,hsa:4741,neurofilament medium,neurofilament, medium polypeptide,neurofilament, medium polypeptide 150kDa,uc003xed.5
NEUROD6	9606.ENSP00000297142	Neurogenic differentiation factor 6; Activates E box-dependent transcription in collaboration with TCF3/E47. May be a trans-acting factor involved in the development and maintenance of the mammalian nervous system. Transactivates the promoter of its own gene (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=337:HLH(100|152)+Pfam_Neuro_bHLH(153|272)+	63974,A0A090N7T3,AACC02000087,AAG43167.1,AAO12759.1,AF063609,AF248954,AK055238,AK289619,ATOH2,Atoh2,BAB70885.1,BAF82308.1,BHLHA2,CCDS5434,CCDS5434.1,CH471073,Class A basic helix-loop-helix protein 2,EAL24443.1,EAW93979.1,ENSG00000164600,ENSP00000297142,ENSP00000319312,ENSP00000479428,ENST00000297142,ENST00000297142.3,ENST00000323008,ENST00000611245,HGNC:13804,HPA027046,HPA074530,MATH2,Math-2,My051,NDF6_HUMAN,NEUROD6,NEUROD6-201,NEX1M,NM_022728,NM_022728.3,NM_022728.4,NP_073565,NP_073565.2,NX_Q96NK8,NeuroD6,Neurogenic differentiation factor 6,Neuronal differentiation 6,Nex1,OMIM:611513,OTTHUMG00000022865,Protein atonal homolog 2,Q548T9,Q96NK8,Q9H3H6,UPI000000D77D,bHLHa2,hsa:63974,neurogenic differentiation 6,neuronal differentiation 6,uc003tch.5
NRXN3	9606.ENSP00000489551	Neurexin-3; Neuronal cell surface protein that may be involved in cell recognition and cell adhesion. May mediate intracellular signaling.	https://smart.embl.de/smart/DDvec.cgi?smart=1571:LamG(47|184)+EGF(201|235)+LamG(279|413)+LamG(467|619)+EGF(646|680)+LamG(705|843)+LamG(891|1027)+EGF(1052|1086)+LamG(1114|1271)+4.1m(1517|1535)+	9369,A0A0A0MR89,A0A0C4DGK4,A0A0U1RQC5,A0A0U1RRJ0,A6NGR4,A7MD34,AAD13621.1,AAF09143.1,AAF15058.1,AAF99808.1,AAH59368.1,AAH68469.1,AAI42650.1,AAI50195.1,AB018286,AC007056,AC007955,AC008045,AC008056,AC009396,AC011440,AC012099,AC018514,AF099810,AF123462,AJ493127,AK056530,AL833739,BAG51739.1,BC059368,BC068469,BC142649,BC150194,C14orf60,CAD37989.1,CAH56254.1,CCDS45145,CCDS45145.1,CCDS61515,CCDS61515.1,CCDS81831,CCDS81831.1,CCDS9870,CCDS9870.1,CCDS9871,CCDS9871.1,CH471061,EAW81313.1,EAW81315.1,ENSG00000021645,ENSP00000281127,ENSP00000327698,ENSP00000331508,ENSP00000331705,ENSP00000338349,ENSP00000351918,ENSP00000394426,ENSP00000412741,ENSP00000450462,ENSP00000450683,ENSP00000451393,ENSP00000451648,ENSP00000451672,ENSP00000451754,ENSP00000451947,ENSP00000488920,ENSP00000489551,ENST00000281127,ENST00000281127.11,ENST00000330071,ENST00000331201,ENST00000332068,ENST00000335750,ENST00000335750.6,ENST00000359024,ENST00000428277,ENST00000428277.6,ENST00000440563,ENST00000553363,ENST00000553363.5,ENST00000553631,ENST00000553631.1,ENST00000553803,ENST00000553803.5,ENST00000554719,ENST00000554719.5,ENST00000554738,ENST00000554738.5,ENST00000555073,ENST00000555073.5,ENST00000555387,ENST00000555387.1,ENST00000556003,ENST00000556003.1,ENST00000556088,ENST00000556088.1,ENST00000556496,ENST00000556496.2,ENST00000557081,ENST00000557081.1,ENST00000557594,ENST00000557594.5,ENST00000634266,ENST00000634266.1,ENST00000634499,ENST00000634499.1,ENST00000635466,ENST00000635466.1,G3V247,G3V4R9,H0YJL2,HGNC:8010,HPA002727,KF455954,KF455956,KIAA0743,NM_001105250,NM_001105250.3,NM_001272020,NM_001272020.2,NM_001330195,NM_001330195.2,NM_001366425,NM_001366425.1,NM_001366426,NM_001366426.1,NM_004796,NM_004796.5,NM_004796.6,NM_138970,NM_138970.5,NP_001098720,NP_001098720.1,NP_001258949,NP_001258949.1,NP_001317124,NP_001317124.1,NP_001353354,NP_001353354.1,NP_001353355,NP_001353355.1,NP_004787,NP_004787.2,NP_620426,NP_620426.2,NRX3A_HUMAN,NRXN3,NRXN3-201,NRXN3-202,NRXN3-203,NRXN3-204,NRXN3-205,NRXN3-206,NRXN3-207,NRXN3-208,NRXN3-209,NRXN3-210,NRXN3-211,NRXN3-212,NRXN3-213,NRXN3-214,NRXN3-215,NRXN3-216,NRXN3-217,NRXN3-218,NR_073546,NR_073546.2,NR_073547,NR_073547.2,NR_158973,NR_158973.1,NR_158974,NR_158974.1,NR_158975,NR_158975.1,NX_Q9Y4C0,Neurexin 3,Neurexin III-alpha,Neurexin-3,Neurexin-3-alpha,O95378,OMIM:600567,OTTHUMG00000171502,Q8IUE3,Q9HDB5,Q9NS47,Q9P1V3,Q9P1V6,Q9UIE2,Q9UIE3,Q9ULA5,Q9Y486,Q9Y4C0,R-HSA-112316,R-HSA-6794361,R-HSA-6794362,UPI0000074791,UPI0000074796,UPI000013DC5A,UPI0000167BBA,UPI00001D9613,UPI0001565773,UPI0001AE69A8,UPI00021CF2E8,UPI0002743B3B,UPI0003F48112,UPI000719A152,URS00008C0B9F,URS00008C1264,URS0000D42DC6,XM_005268218,XM_005268218.3,XM_006720322,XM_006720322.2,XM_011537363,XM_011537363.1,XM_011537364,XM_011537364.2,XM_011537365,XM_011537365.2,XM_011537366,XM_011537366.1,XM_011537367,XM_011537367.1,XM_011537368,XM_011537368.1,XM_011537369,XM_011537369.1,XM_011537370,XM_011537370.1,XM_011537371,XM_011537371.1,XM_011537372,XM_011537372.1,XM_011537373,XM_011537373.1,XM_017021790,XM_017021790.1,XM_017021791,XM_017021791.1,XM_017021792,XM_017021792.1,XM_017021793,XM_017021793.1,XM_017021794,XM_017021794.1,XM_017021796,XM_017021796.2,XM_017021797,XM_017021797.1,XM_017021798,XM_017021798.1,XM_017021799,XM_017021799.2,XM_017021800,XM_017021800.1,XM_017021801,XM_017021801.1,XM_017021804,XM_017021804.1,XM_017021805,XM_017021805.1,XM_017021807,XM_017021807.1,XM_024449750,XM_024449750.1,XM_024449751,XM_024449751.1,XM_024449752,XM_024449752.1,XM_024449753,XM_024449753.1,XP_005268275,XP_005268275.1,XP_006720385,XP_006720385.1,XP_011535665,XP_011535665.1,XP_011535666,XP_011535666.1,XP_011535667,XP_011535667.1,XP_011535668,XP_011535668.1,XP_011535669,XP_011535669.1,XP_011535670,XP_011535670.1,XP_011535671,XP_011535671.1,XP_011535672,XP_011535672.1,XP_011535673,XP_011535673.1,XP_011535674,XP_011535674.1,XP_011535675,XP_011535675.1,XP_016877279,XP_016877279.1,XP_016877280,XP_016877280.1,XP_016877281,XP_016877281.1,XP_016877282,XP_016877282.1,XP_016877283,XP_016877283.1,XP_016877285,XP_016877285.1,XP_016877286,XP_016877286.1,XP_016877287,XP_016877287.1,XP_016877288,XP_016877288.1,XP_016877289,XP_016877289.1,XP_016877290,XP_016877290.1,XP_016877293,XP_016877293.1,XP_016877294,XP_016877294.1,XP_016877296,XP_016877296.1,XP_024305518,XP_024305518.1,XP_024305519,XP_024305519.1,XP_024305520,XP_024305520.1,XP_024305521,XP_024305521.1,XR_001750599,XR_001750599.1,XR_001750600,XR_001750600.1,XR_001750602,XR_001750602.1,XR_001750604,XR_001750604.1,XR_001750605,XR_001750605.1,XR_001750606,XR_001750606.1,XR_001750607,XR_001750607.1,XR_001750609,XR_001750609.1,XR_001750610,XR_001750610.1,XR_002957572,XR_002957572.1,XR_943561,XR_943561.1,XR_943563,XR_943563.2,chromosome 14 open reading frame 60,neurexin 3,uc001xun.5,uc284nlf.1
NTSR2	9606.ENSP00000303686	Neurotensin receptor type 2; Receptor for the tridecapeptide neurotensin. It is associated with G proteins that activate a phosphatidylinositol-calcium second messenger system.	https://smart.embl.de/smart/DDvec.cgi?smart=410:Pfam_7tm_1(49|358)+	23620,AAH22501.1,AAH37776.1,AAR07902.1,AAX82018.1,AAY14691.1,AC106875,AC110754,AY429107,BC022501,BC037776,CAA71233.1,CCDS1681,CCDS1681.1,CH471053,CHEMBL2514,EAX00924.1,ENSG00000169006,ENSP00000303686,ENSP00000351538,ENST00000306928,ENST00000306928.5,ENST00000358703,HGNC:8040,Levocabastine-sensitive neurotensin receptor,NM_012344,NM_012344.3,NM_012344.4,NP_036476,NP_036476.1,NP_036476.2,NT-R-2,NTR2,NTR2_HUMAN,NTSR2,NTSR2-201,NX_O95665,Neurotensin receptor 2,Neurotensin receptor type 2,O95665,OMIM:605538,OTTHUMG00000119083,Q53QQ5,Q57Z87,Q8IY58,Q8TBH6,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-500792,UPI000013EBAA,XM_005246156,XM_005246156.3,XM_006711876,XM_006711876.4,XM_006711877,XM_006711877.3,XM_017003738,XM_017003738.1,XP_005246213,XP_005246213.1,XP_006711939,XP_006711939.1,XP_006711940,XP_006711940.1,XP_016859227,XP_016859227.1,Y10148,hsa:23620,neurotensin receptor 2,uc002rbq.5
OLFM3	9606.ENSP00000345192	Noelin-3; Olfactomedin 3.	https://smart.embl.de/smart/DDvec.cgi?smart=478:Pfam_Noelin-1(46|145)+OLF(220|470)+	118427,AAH22531.1,AAK97473.1,AAK97474.1,AAK97475.1,AAK97476.1,AAK97477.1,AAK97478.1,AAQ89084.1,AF397392,AF397393,AF397394,AF397395,AF397396,AF397397,AK095724,AK300870,AL356280,AL359760,AY358722,BAG53115.1,BAH13362.1,BC022531,BK001429,CCDS30781,CCDS30781.1,CCDS72832,CCDS72832.1,CH471097,DAA01551.1,DAA01552.1,DAA01553.1,DAA01554.1,DAA01555.1,DAA01556.1,EAW72921.1,EAW72922.1,ENSG00000118733,ENSP00000263179,ENSP00000322881,ENSP00000322902,ENSP00000322927,ENSP00000322974,ENSP00000323281,ENSP00000345192,ENSP00000347340,ENSP00000352867,ENSP00000359121,ENSP00000407686,ENSP00000443471,ENST00000263179,ENST00000314881,ENST00000314896,ENST00000314905,ENST00000314926,ENST00000314961,ENST00000338858,ENST00000338858.9,ENST00000355204,ENST00000359814,ENST00000370103,ENST00000370103.8,ENST00000424771,ENST00000462354,ENST00000462354.5,ENST00000465523,ENST00000465523.5,ENST00000468901,ENST00000468901.1,ENST00000536598,ENST00000536598.1,HGNC:17990,HPA050297,NM_001288821,NM_001288821.1,NM_001288823,NM_001288823.1,NM_058170,NM_058170.3,NOE3,NOE3_HUMAN,NOELIN3,NP_001275750,NP_001275750.1,NP_001275752,NP_001275752.1,NP_477518,NP_477518.2,NR_110210,NR_110210.1,NR_110211,NR_110211.1,NR_110212,NR_110212.1,NX_Q96PB7,Noelin-3,OLFM3,OLFM3-201,OLFM3-202,OLFM3-203,OLFM3-204,OLFM3-205,OLFM3-206,OMIM:607567,OPTIMEDIN,OTTHUMG00000010941,Olfactomedin 3,Olfactomedin-3,Optimedin,Q5T3V6,Q6IMI7,Q6IMI8,Q6IMI9,Q6IMJ0,Q6IMJ1,Q8TBG1,Q96PB2,Q96PB3,Q96PB4,Q96PB5,Q96PB6,Q96PB7,UNQ1924/PRO4399,UPI000002AF6A,UPI000002AF6D,UPI000004C626,XM_017000240,XM_017000240.1,XP_016855729,XP_016855729.1,hsa:118427,olfactomedin 3,optimedin,uc001duf.4,uc001dug.4
PACSIN1	9606.ENSP00000484060	Protein kinase C and casein kinase substrate in neurons protein 1; Plays a role in the reorganization of the microtubule cytoskeleton via its interaction with MAPT; this decreases microtubule stability and inhibits MAPT-induced microtubule polymerization. Plays a role in cellular transport processes by recruiting DNM1, DNM2 and DNM3 to membranes. Plays a role in the reorganization of the actin cytoskeleton and in neuron morphogenesis via its interaction with COBL and WASL, and by recruiting COBL to the cell cortex. Plays a role in the regulation of neurite formation, neurite branching  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=444:FCH(17|105)+SH3(388|444)+	29993,3HAH,3HAI,3Q84,3QNI,AAH40228.1,AAK29206.1,AB037800,AF242529,AK289956,AL157372,AL834211,BAA92617.2,BAF82645.1,BC040228,CAB009929,CAD38895.1,CCDS4793,CCDS4793.1,CH471081,EAX03785.1,EAX03786.1,EAX03787.1,ENSG00000124507,ENSP00000244458,ENSP00000363155,ENSP00000363160,ENSP00000409214,ENSP00000439639,ENSP00000484060,ENST00000244458,ENST00000374043,ENST00000374043.6,ENST00000374048,ENST00000436831,ENST00000486120,ENST00000486120.5,ENST00000487760,ENST00000487760.1,ENST00000493633,ENST00000493633.5,ENST00000538621,ENST00000538621.2,ENST00000620693,ENST00000620693.4,F6U236,HGNC:8570,HPA028852,HPA055491,KIAA1379,NM_001199583,NM_001199583.2,NM_020804,NM_020804.4,NM_020804.5,NP_001186512,NP_001186512.1,NP_065855,NP_065855.1,NX_Q9BY11,OMIM:606512,OTTHUMG00000014547,PACN1_HUMAN,PACSIN1,PACSIN1-201,PACSIN1-202,PACSIN1-203,PACSIN1-204,PACSIN1-205,PACSIN1-206,PACSIN1-207,Q5TZC3,Q9BY11,Q9P2G8,R-HSA-199991,R-HSA-5653656,R-HSA-8856828,SDPI,Syndapin-1,UPI000000D983,UPI0000458C02,XM_011514541,XM_011514541.1,XP_011512843,XP_011512843.1,hsa:29993,syndapin I,uc003ojo.5
PDE1A	9606.ENSP00000410309	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A; Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Has a higher affinity for cGMP than for cAMP.	https://smart.embl.de/smart/DDvec.cgi?smart=545:Pfam_PDEase_I_N(73|133)+HDc(216|380)+	1LXQ,3.1.4.17,5136,61 kDa Cam-PDE,AAC50436.1,AAH22480.1,AB038224,AJ401610,AL110263,BAB20049.1,BAB20050.1,BAB20051.1,BAB20052.1,BAB20053.1,BAB20054.1,BAB20055.1,BAB20056.1,BAB20057.1,BC022480,CAB53703.1,CAC82208.1,CAM-PDE-1A,CAM-PDE_1A,CCDS2285,CCDS2285.1,CCDS33344,CCDS33344.1,CCDS58741,CCDS58741.1,CCDS74612,CCDS74612.1,CCDS86900,CCDS86900.1,CH471058,CHEMBL3421,Cam-PDE 1A,D3DPG5,EAX10966.1,EAX10974.1,EC 3.1.4.17,ENSG00000115252,ENSP00000309269,ENSP00000329112,ENSP00000331574,ENSP00000338681,ENSP00000350858,ENSP00000386767,ENSP00000387037,ENSP00000408874,ENSP00000410309,ENSP00000439938,ENST00000309016,ENST00000330366,ENST00000331935,ENST00000335707,ENST00000346717,ENST00000351439,ENST00000351439.9,ENST00000358139,ENST00000358139.6,ENST00000409365,ENST00000409365.5,ENST00000410103,ENST00000410103.1,ENST00000435564,ENST00000435564.5,ENST00000456212,ENST00000462938,ENST00000462938.5,ENST00000482538,ENST00000482538.5,ENST00000482782,ENST00000482782.5,ENST00000495511,ENST00000495511.1,ENST00000536095,HCAM-1,HCAM1,HGNC:8774,HPA022151,HSPDE1A,NM_001003683,NM_001003683.2,NM_001258312,NM_001258312.1,NM_001258313,NM_001258313.1,NM_001258314,NM_001258314.1,NM_001363871,NM_001363871.2,NM_005019,NM_005019.4,NM_005019.5,NP_001003683,NP_001003683.1,NP_001245241,NP_001245241.1,NP_001245242,NP_001245242.1,NP_001245243,NP_001245243.1,NP_001350800,NP_001350800.1,NP_005010,NP_005010.2,NX_P54750,OMIM:171890,OTTHUMG00000132596,P54750,PDE1A,PDE1A-201,PDE1A-202,PDE1A-203,PDE1A-204,PDE1A-205,PDE1A-206,PDE1A-207,PDE1A-208,PDE1A-209,PDE1A_HUMAN,Phosphodiesterase 1A,Q86VZ0,Q9C0K8,Q9C0K9,Q9C0L0,Q9C0L1,Q9C0L2,Q9C0L3,Q9C0L4,Q9UFX3,R-HSA-109582,R-HSA-111885,R-HSA-111933,R-HSA-111957,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112043,R-HSA-1489509,R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-392154,R-HSA-418346,R-HSA-418457,R-HSA-418555,R-HSA-418594,R-HSA-9006925,U40370,UPI0000001072,UPI000002A6C1,UPI000002A6C2,UPI000003B33F,UPI00000737DB,URS0000CDCC21,XM_011511323,XM_011511323.2,XM_011511324,XM_011511324.3,XM_011511325,XM_011511325.3,XM_011511326,XM_011511326.2,XM_017004294,XM_017004294.2,XM_017004295,XM_017004295.1,XM_017004295.2,XM_017004296,XM_017004296.1,XM_017004296.2,XM_017004297,XM_017004297.1,XM_017004298,XM_017004298.1,XM_017004299,XM_017004299.1,XM_017004299.2,XM_017004300,XM_017004300.1,XM_017004301,XM_017004301.1,XM_017004302.1,XM_024452959,XM_024452959.1,XP_011509625,XP_011509625.1,XP_011509626,XP_011509626.1,XP_011509627,XP_011509627.1,XP_011509628,XP_011509628.1,XP_016859783,XP_016859783.1,XP_016859784,XP_016859784.1,XP_016859785,XP_016859785.1,XP_016859786,XP_016859786.1,XP_016859787,XP_016859787.1,XP_016859788,XP_016859788.1,XP_016859789,XP_016859789.1,XP_016859790,XP_016859790.1,XP_016859791.1,XP_024308727,XP_024308727.1,XR_001738769,XR_001738769.2,XR_002959304,XR_002959304.1,hCam-1,hsa:5136,phosphodiesterase 1A,phosphodiesterase 1A, calmodulin-dependent,uc002uoq.3
PEX5L	9606.ENSP00000419975	PEX5-related protein; Accessory subunit of hyperpolarization-activated cyclic nucleotide-gated (HCN) channels, regulating their cell-surface expression and cyclic nucleotide dependence; Belongs to the peroxisomal targeting signal receptor family.	https://smart.embl.de/smart/DDvec.cgi?smart=626:TPR(360|393)+TPR(394|427)+TPR(474|507)+TPR(508|541)+TPR(542|575)+	51555,AAH36183.2,AB032592,AB032593,AC007687,AC090024,AC092939,AJ245503,AK294501,AK295349,AK295386,AK299633,AK303716,B7Z2A5,B7Z305,B7Z318,B7Z5Z5,B7Z8P2,BAA92878.1,BAA92879.1,BAH11791.1,BAH12041.1,BAH12054.1,BAH13081.1,BAH14028.1,BC036183,C9IZ09,C9JB85,C9JUZ5,C9JZE2,CAC01120.1,CCDS3236,CCDS3236.1,CCDS58861,CCDS58861.1,CCDS58862,CCDS58862.1,CCDS58863,CCDS58863.1,CCDS58864,CCDS58864.1,CCDS58865,CCDS58865.1,CCDS58866,CCDS58866.1,CCDS58867,CCDS58867.1,CH471052,E7EUV8,E7EUZ0,E9PEC1,E9PH97,EAW78382.1,ENSG00000114757,ENSP00000263962,ENSP00000263963,ENSP00000330007,ENSP00000372039,ENSP00000376420,ENSP00000417270,ENSP00000417438,ENSP00000417624,ENSP00000418054,ENSP00000418435,ENSP00000418440,ENSP00000418665,ENSP00000418746,ENSP00000419348,ENSP00000419406,ENSP00000419790,ENSP00000419975,ENSP00000420555,ENST00000263962,ENST00000263962.12,ENST00000263963,ENST00000333074,ENST00000382596,ENST00000392649,ENST00000392649.7,ENST00000461537,ENST00000461537.1,ENST00000463761,ENST00000463761.1,ENST00000464614,ENST00000464614.5,ENST00000465751,ENST00000465751.5,ENST00000467440,ENST00000467440.6,ENST00000467460,ENST00000467460.5,ENST00000468741,ENST00000468741.5,ENST00000469198,ENST00000469198.5,ENST00000472994,ENST00000472994.5,ENST00000474909,ENST00000474909.1,ENST00000476138,ENST00000476138.5,ENST00000477829,ENST00000477829.5,ENST00000485199,ENST00000485199.5,ENST00000487198,ENST00000487198.5,ENST00000491640,ENST00000491640.5,ENST00000496721,ENST00000496721.5,HCN channel auxiliary subunit,HGNC:30024,HPA058026,NM_001256750,NM_001256750.1,NM_001256750.2,NM_001256751,NM_001256751.1,NM_001256751.2,NM_001256752,NM_001256752.1,NM_001256752.2,NM_001256753,NM_001256753.1,NM_001256753.2,NM_001256754,NM_001256754.1,NM_001256754.2,NM_001256755,NM_001256755.1,NM_001256755.2,NM_001256756,NM_001256756.1,NM_001256756.2,NM_001349386,NM_001349386.2,NM_001349387,NM_001349387.2,NM_001349388,NM_001349388.2,NM_001349389,NM_001349389.2,NM_001349390,NM_001349390.2,NM_001349391,NM_001349391.2,NM_001349392,NM_001349392.2,NM_001349393,NM_001349393.2,NM_001349394,NM_001349394.2,NM_001349395,NM_001349395.2,NM_001349396,NM_001349396.2,NM_001349397,NM_001349397.2,NM_001349398,NM_001349398.2,NM_001349399,NM_001349399.2,NM_001349401,NM_001349401.2,NM_001349404,NM_001349404.2,NM_001349406,NM_001349406.2,NM_001349408,NM_001349408.2,NM_001349409,NM_001349409.2,NM_001349410,NM_001349410.2,NM_016559,NM_016559.2,NM_016559.3,NP_001243679,NP_001243679.1,NP_001243680,NP_001243680.1,NP_001243681,NP_001243681.1,NP_001243682,NP_001243682.1,NP_001243683,NP_001243683.1,NP_001243684,NP_001243684.1,NP_001243685,NP_001243685.1,NP_001336315,NP_001336315.1,NP_001336316,NP_001336316.1,NP_001336317,NP_001336317.1,NP_001336318,NP_001336318.1,NP_001336319,NP_001336319.1,NP_001336320,NP_001336320.1,NP_001336321,NP_001336321.1,NP_001336322,NP_001336322.1,NP_001336323,NP_001336323.1,NP_001336324,NP_001336324.1,NP_001336325,NP_001336325.1,NP_001336326,NP_001336326.1,NP_001336327,NP_001336327.1,NP_001336328,NP_001336328.1,NP_001336330,NP_001336330.1,NP_001336333,NP_001336333.1,NP_001336335,NP_001336335.1,NP_001336337,NP_001336337.1,NP_001336338,NP_001336338.1,NP_001336339,NP_001336339.1,NP_057643,NP_057643.1,NR_146167,NR_146167.2,NX_Q8IYB4,OMIM:611058,OTTHUMG00000157363,PEX2-related protein,PEX5-like protein,PEX5-related protein,PEX5L,PEX5L-201,PEX5L-202,PEX5L-203,PEX5L-204,PEX5L-205,PEX5L-206,PEX5L-207,PEX5L-208,PEX5L-209,PEX5L-210,PEX5L-211,PEX5L-212,PEX5L-213,PEX5L-214,PEX5L-215,PEX5L-216,PEX5L-217,PEX5L-218,PEX5R,PEX5RP,PEX5R_HUMAN,PXR2,PXR2B,Peroxin-5,Peroxin-5-related protein,Peroxisomal biogenesis factor 5 like,Peroxisome biogenesis factor 5-like,Pex5Rp,Q8IYB4,Q9NQD1,Q9P2U3,Q9P2U4,TRIP8b,UPI0000049CE2,UPI000006FAAB,UPI000036781C,UPI0000EE2359,UPI0001B79774,UPI0001B79775,UPI0001B79776,UPI0001B79777,UPI0001B79779,UPI0001B7977B,UPI0003F47CB7,UPI0003F48180,URS00008B94B9,XM_011512887.2,XM_011512888,XM_011512888.2,XM_011512891,XM_011512891.2,XM_011512892,XM_011512892.2,XM_017006606.1,XM_017006607,XM_017006607.1,XM_017006608,XM_017006608.1,XM_017006609.1,XM_017006610.1,XM_017006611.1,XM_024453590,XM_024453590.1,XM_024453591,XM_024453591.1,XM_024453592,XM_024453592.1,XM_024453593,XM_024453593.1,XP_011511189.1,XP_011511190,XP_011511190.1,XP_011511193,XP_011511193.1,XP_011511194,XP_011511194.1,XP_016862095.1,XP_016862096,XP_016862096.1,XP_016862097,XP_016862097.1,XP_016862098.1,XP_016862099.1,XP_016862100.1,XP_024309358,XP_024309358.1,XP_024309359,XP_024309359.1,XP_024309360,XP_024309360.1,XP_024309361,XP_024309361.1,hsa:51555,peroxisomal biogenesis factor 5 like,uc003fki.3
PNMA8B	9606.ENSP00000473036	Paraneoplastic antigen-like protein 8B; PNMA family member 8B.	https://smart.embl.de/smart/DDvec.cgi?smart=635:Pfam_PNMA(1|163)+	57469,AB033009,AC011484,AK124720,BAA86497.1,BAC85931.1,C9JGD5,CCDS59400,CCDS59400.1,ENSG00000204851,ENSP00000366883,ENSP00000396880,ENSP00000473036,ENST00000377655,ENST00000432177,ENST00000594749,ENST00000594749.1,ENST00000599531,ENST00000599531.1,HGNC:29206,HPA054810,KIAA1183,M0R374,NM_020709,NM_020709.2,NM_020709.3,NP_065760,NP_065760.1,NX_Q9ULN7,OTTHUMG00000183426,PNM8B_HUMAN,PNMA family member 8B,PNMA-like 2,PNMA-like protein 2,PNMA8B,PNMA8B-201,PNMA8B-202,PNMAL2,Paraneoplastic antigen-like protein 8B,Q08E79,Q0D2F9,Q6ZVD1,Q9ULN7,UPI0000237925,URS00008B653A,hsa:57469,paraneoplastic Ma antigen family like 2,paraneoplastic Ma antigen family member 8B,uc002pes.3
